,source,target,weight,PMID
40302,JUN,CPS1,-1,10562461;12602512
40303,JUN,HGF,1,10713700
40304,JUN,LAMC2,1,10749670
40305,JUN,BIRC3,1,10751398
40306,JUN,FGFBP1,1,10753873;10871606;12670924
40307,JUN,CXCL1,1,11115149
40308,JUN,SLC7A11,1,11213471
40309,JUN,WEE1,1,11500387
40310,JUN,LPL,1,11916942;12882931
40311,JUN,PSEN2,1,12021387;12403846
40312,JUN,SAT1,1,12713736
40313,JUN,UPP1,1,12874036
40314,JUN,TNFRSF8,1,12875982;17973241
40315,JUN,DIO3,1,12943987
40316,JUN,MSH2,1,14500826
40317,JUN,GPRC5A,1,14706456
40318,JUN,CYP4B1,1,15048876
40319,JUN,DEFB4B,1,16417227
40320,JUN,REG3A,1,16522740
40321,JUN,MUC5AC,1,16773182;19956440
40322,JUN,NFATC4,1,17108007
40323,JUN,CXCR4,1,17130833
40324,JUN,CALCB,1,17481780
40325,JUN,DNAJB4,1,17510411
40326,JUN,OSM,1,18187666
40327,JUN,SNAP25,1,18194215
40328,JUN,AGT,1,18309110;19220857
40329,JUN,KLF16,1,18472212
40330,JUN,LOXL4,1,18586005
40331,JUN,SOD1,1,18586551
40332,JUN,NOX1,1,18638447
40333,JUN,AKR1B10,1,19236911;22329800
40334,JUN,VCAN,1,19269971
40335,JUN,OLR1,1,19330905;22597534
40336,JUN,RAC2,1,19376210
40337,JUN,BBC3,1,19638343;20430872
40338,JUN,XYLT1,1,19762916;23223231
40339,JUN,MCL1,1,20472895
40340,JUN,CD320,1,20627121
40341,JUN,TSLP,1,20656951;21148792
40342,JUN,PHEX,1,20817730
40343,JUN,WNK4,1,20943203
40344,JUN,TLR10,1,21152300
40345,JUN,ENPP1,-1,21168404
40346,JUN,RGS4,1,21367864;22545125
40347,JUN,F2R,1,21966428
40348,JUN,CLDN2,1,22546605
40349,JUN,S100A2,1,22747445
40350,JUN,ENPP2,1,22975311
40351,JUN,FASN,1,23135268
40352,JUN,RASSF10,1,23552700
40353,JUN,SERPINB3,1,2365694
40354,JUN,PRKDC,1,24136149
40355,JUN,CRABP1,1,7556883
40356,JUN,RB1,1,8476221
40357,JUN,LAMB1,1,8645318
40358,JUN,KLK6,1,9495317
40359,JUN,FOXP3,1,24298014
40360,JUN,POU1F1,1,8943298
40361,JUN,STAT3,1,22586032
40362,JUN,FSHR,1,12021044
40363,JUN,CASP14,1,18424262
40364,AR,MAPT,1,17698582
40365,AR,GLCCI1,1,8843413
40366,KLF10,GSTP1,-1,12186428
40367,RELA,HNF4A,-1,22301786
40368,SRF,MYH1,1,14970199;18805960;9529161
40369,SRF,NR1I3,1,8455631
40370,SRF,SNCA,1,21699982
40371,SRF,TPM2,1,11359793
40372,SRF,PPP3CA,1,19542562
40373,PGR,SERPINB5,1,2005127
40374,SPI1,FZD4,1,17008382
40375,SPI1,BLNK,1,22956576
40376,EGR1,ADAMTS13,1,19925787;22433566
40377,FOS,SERPINB5,1,2124518
40378,FOS,RELB,1,15596805
40379,FOS,MYH6,-1,17720185
40380,PAX5,BACH2,1,22858985
40381,MYB,CLU,1,10770937
40382,MYB,SNAI2,1,22101269
40383,ETS1,ALG12,1,23818223
40384,ETS1,F3,1,8647847
40385,GATA3,SMARCA2,1,18082132
40386,GATA3,RUNX3,-1,23310955
40387,MYC,ITGA3,1,16878156
40388,SP1,ADAMTS13,1,19925787
40389,SP1,HDAC7,1,20889501
40390,SP1,PECAM1,1,8955189
40391,SP1,PTPA,1,22827437
40392,SP1,CDK5,1,19437621
40393,FOXM1,FOXM1,1,1732730
40394,FOXM1,MMP7,1,22613004
40395,FOXM1,RHOC,1,22613004
40396,FOXM1,SNAI2,1,23856032
40397,FOXM1,PLAUR,1,19813088
40398,SP3,PTPA,1,22827437
40399,SP3,IVL,1,16123409
40400,SP3,CDK5,1,19437621
40401,FOXO3,ANG,1,16100571
40402,FOXO3,TWIST1,-1,21138866
40403,FOXO3,YBX1,-1,21138866
40404,HNF4A,FASN,1,16800817
40405,IKZF1,SGCG,1,12937159
40406,SMAD3,DSG4,1,18692037
40407,SMAD3,HOXD11,1,24016758
40408,SMAD3,MSTN,1,16885393
40409,E2F6,SMC1B,1,16236716
40410,TWIST1,FGF10,1,22972545
40411,ETS2,THBS1,-1,23933487
40412,PPARG,TGFBRAP1,1,20466759
40413,PPARG,CYP7A1,1,17660447;22593575
40414,PPARG,HPSE,1,22472882
40415,PPARG,TIMP3,1,22472882
40416,USF1,PDLIM7,1,10074148
40417,POU2F1,PECAM1,1,12144930
40418,ESR1,DDIT3,1,11121490
40419,MITF,PTGS2,1,24471568
40420,STAT5A,FASN,-1,15983196
40421,SMAD2,DSG4,1,18692037
40422,SMAD2,DAP,1,11740493
40423,SMAD2,HAVCR2,1,23213314
40424,SMAD2,CDX2,-1,23649632
40425,SMAD2,TGFBR1,1,20375011
40426,TCF3,HPN,1,10411637
40427,TCF3,NFE2,1,16763211
40428,TCF3,CNN1,1,17551956
40429,KLF5,E2F3,1,21566082
40430,NR3C1,GLCCI1,1,8843413
40431,CEBPZ,PDLIM7,1,9420275
40432,CEBPZ,COL5A3,1,15316020
40433,CEBPZ,CP,1,10933728
40434,CEBPZ,FAS,1,11530940
40435,CTCF,SLC13A2,1,23303185
40436,TFAP2A,SLC13A2,-1,17621592
40437,TFAP2A,PTPA,1,22827437
40438,MYCN,GATA1,1,23554972
40439,MYCN,LMO2,1,23554972
40440,MYCN,SPI1,1,23554972
40441,SMAD4,DPYSL2,-1,20926379
40442,SMAD4,PROM1,1,24625091
40443,ZEB1,SERPINB5,1,12088870
40444,ZEB1,SERPINE1,-1,23340304
40445,ZEB1,CDKN2A,-1,20424117
40446,ZEB1,LLGL2,-1,18199550
40447,GATA1,NR0B2,1,12842887
40448,GATA1,SLC26A3,1,17761837
40449,PPARA,SLC40A1,1,15537571
40450,PPARA,PLPP1,1,24955089
40451,FOXC1,TFAM,1,21784897
40452,FOXC1,NOTCH1,1,16678147
40453,FOXC1,CDH1,-1,22911555
40454,POU5F1,JADE1,1,20505756
40455,POU5F1,SP5,1,21083502
40456,POU5F1,TOR1AIP2,1,22871540
40457,POU5F1,CNTF,1,16684879
40458,POU5F1,TYR,-1,7478537
40459,POU5F1,EED,1,18201968
40460,NR2F2,HBB,-1,16943425;17970752
40461,TP63,PMAIP1,1,24117128
40462,CEBPA,SMARCA2,1,18082132
40463,SNAI2,SOX6,1,21645238
40464,SNAI2,SOX5,-1,21645238
40465,ATF4,SLC7A11,1,23592778
40466,CLOCK,TXNRD1,1,12865428
40467,CLOCK,F3,1,23291174
40468,RUNX2,GPC1,1,19259985
40469,RUNX2,VCAN,1,19259985
40470,RUNX2,CLC,1,11441910
40471,RUNX2,SLPI,1,23287548
40472,RUNX2,ATF6,1,22102412
40473,RUNX2,MPO,-1,19179305
40474,SOX17,NBN,-1,24407731
40475,SOX17,AXIN2,-1,21957254
40476,ZNF331,DSTN,-1,22370639
40477,ZNF331,STAM,-1,22370639
40478,ZNF331,UQCRFS1,-1,22370639
40479,ZNF331,SET,-1,22370639
40480,ZNF331,ACTR3,-1,22370639
40481,ZNF331,SSBP1,1,22370639
40482,ZNF331,BAX,1,20395210
40483,ZNF331,BBC3,1,20395210
40484,ZNF331,PMAIP1,1,20395210
40485,RXRA,MPO,1,16956579
40486,RXRA,NPC1L1,1,20953676
40487,RXRA,PCK1,1,21450790
40488,RXRA,CYP19A1,1,11476957;12130549;15459115
40489,RXRA,MTTP,1,16950764
40490,RXRA,CAT,1,20075562
40491,RXRA,FGF21,1,20236931
40492,RXRA,KLK15,1,8391237
40493,RXRA,TRIB3,1,20461355
40494,RXRA,UCP1,1,11829740
40495,RXRA,UCP3,1,17204145
40496,RXRA,HMGCS2,1,9464279
40497,RXRA,POU5F1,1,7823919
40498,KLF4,F3,-1,17339326
40499,KLF4,CYP11A1,-1,18056793
40500,KLF4,LDLR,-1,18056793
40501,KLF4,STAR,-1,18056793
40502,KLF4,ALPL,1,23558921
40503,KLF4,BIRC3,1,12919939
40504,KLF4,SLC46A1,1,23313509
40505,SNAI1,BRCA1,-1,23011797
40506,FOXO1,ANG,1,16100571
40507,FOXO1,CEBPB,1,19026986
40508,NR0B2,POU2F1,1,16436500
40509,NR0B2,SERPINE2,1,19887897
40510,NR0B2,DHFR,-1,12571228
40511,NR0B2,MYC,-1,12571228
40512,NR1H2,F3,-1,15752369
40513,NR1I2,MCAM,1,19703903
40514,NR1I2,CCND1,1,19847806
40515,NR1I2,HMOX1,1,22541814
40516,NR1I2,KDR,1,23155052
40517,NR1I2,PPARG,1,18072748;18242221
40518,NFE2,ASIP,1,8645254
40519,RUNX3,GZMB,1,19139168
40520,RUNX3,PRF1,1,19139168
40521,YY1,SERPINB5,-1,19002874
40522,YY1,COX5B,1,8382696
40523,YY1,ITGB1,1,16878156
40524,YY1,ACTA1,1,8423791
40525,YY1,ITGA3,1,16878156
40526,YY1,MT-ATP6,1,9840809
40527,YY1,GYPA,1,9747880
40528,YY1,IRF2BPL,-1,22209758
40529,YY1,CDKN2C,1,22504641
40530,SOX11,TEAD2,1,21124928
40531,SREBF1,PIK3R1,1,17452746
40532,SREBF1,FLNA,1,19292868
40533,ESR2,BIRC5,-1,20331626
40534,ZEB2,CCND1,-1,19424592
40535,ZEB2,CLDN4,-1,19424592
40536,RARA,BCL2,-1,21310893
40537,STAT1,IRF9,1,22951020
40538,IRF9,STAT1,1,23598529
40539,NR1H4,SLC7A7,1,19605523
40540,SOX9,MAPK1,1,11514554
40541,GATA2,NFE2,1,16763211
40542,PAX6,ETV1,1,18307776
40543,MXD1,PDLIM7,-1,10074148
40544,IRF7,PMAIP1,1,21816905
40545,CREBZF,FASN,1,24265317
40546,CREBZF,NR1H3,1,24265317
40547,NR5A2,INHA,1,10628748
40548,NR5A2,NOS1,1,12456803
40549,NR5A2,FASN,1,17522048
40550,CEBPD,LEP,1,12524424
40551,THRA,CYP27B1,1,23307792
40552,THRA,RXRB,1,8294402
40553,ESRRA,SFTPA1,1,19264843
40554,ESRRA,PCK2,-1,16267049
40555,ESRRA,RUNX2,1,23403054
40556,PPARD,HMOX1,1,19903700
40557,NR2C1,AGT,1,10221773
40558,NKX2-2,PPY,1,10940482
40559,FOXA1,SLC13A2,1,18336786
40560,FOXA1,ELF3,-1,23266329
40561,FOXA1,PPARG,-1,21167261
40562,CUX1,IRF2BPL,-1,22209758
40563,CUX1,SNAI1,1,19635798;20224295
40564,ELK1,ADAMTS13,1,22433566
40565,ELK1,NR1I3,1,19302787
40566,ELK1,APOA1,-1,22267484
40567,ELK1,PRKCI,1,14670960
40568,PBX1,CYBB,1,15681849
40569,NR4A1,CCNE1,1,24706823
40570,TCF7L2,COPS5,1,18593980;21935931
40571,TCF7L2,VEGFA,1,18952601
40572,TCF7L2,SKP2,1,19174556
40573,TCF7L2,AKT2,1,21636708
40574,TCF7L2,SMC2,1,23095742
40575,TCF7L2,ABCD2,1,23437103
40576,TCF7L2,GAST,1,10953028
40577,TCF7L2,LEP,1,12861022
40578,TCF7L2,CDKN2A,1,17468517
40579,TCF7L2,ZEB1,1,22080605
40580,TCF7L2,YAP1,1,22337891
40581,TCF7L2,CLDN1,1,22719836
40582,TCF7L2,AXIN1,1,22761862
40583,TCF7L2,TERT,1,22854964
40584,TCF7L2,BMP2,1,23032104
40585,TCF7L2,CLDN7,-1,18519685
40586,TCF7L2,CD24,-1,16532032
40587,TCF7L2,IHH,-1,14770182
40588,TCF7L2,JUN,1,16007074;19671687
40589,TCF7L2,ZBP1,1,18490442
40590,TCF7L2,HPGD,1,22082586
40591,TCF7L2,CCN1,1,22540002
40592,TCF7L2,SLC7A11,1,23592778
40593,NKX2-5,CALCA,1,11983708
40594,SMAD1,CSF1,1,16707491
40595,NANOG,RLIM,1,21544581
40596,NANOG,E2F1,1,22378194
40597,NANOG,LYN,1,22378194
40598,NANOG,SMARCC1,1,22378194
40599,NANOG,ATF3,1,22378194
40600,NANOG,BCL6,1,22378194
40601,NANOG,CCND2,1,22378194
40602,NANOG,CCND3,1,22378194
40603,NANOG,CCNE1,1,22378194
40604,NANOG,CDK1,1,22378194
40605,NANOG,CUL3,1,22378194
40606,NANOG,JDP2,1,22378194
40607,MEF2C,FOS,1,11846562
40608,MEF2C,CSRP3,1,18987887
40609,XBP1,FASN,1,21447637
40610,ZBTB7A,MIA,-1,23727861
40611,HSF2,CDK5R1,1,16600913
40612,TFAP4,BGLAP,1,23752226
40613,TFAP4,CLDN1,1,23752226
40614,TFAP4,CLDN4,1,23752226
40615,TFAP4,CLDN7,1,23752226
40616,TFAP4,SNAI1,1,23752226
40617,TFAP4,VIM,1,23752226
40618,NFATC1,MYC,1,20516082
40619,NR2C2,NANOG,1,19131575
40620,USF2,MT-ATP6,1,9840809
40621,USF2,ALB,1,8076602
40622,USF2,CEBPA,1,17239350;8076602
40623,USF2,FASN,1,9334210
40624,ATF3,CAV1,1,17952119
40625,ELK4,CCT8,1,12788937
40626,MSX1,TAGLN,1,17030628
40627,LEF1,CCNA1,1,17885813
40628,LEF1,FGF18,1,17158875
40629,ID1,ALPL,-1,18287524
40630,NKX2-1,MUC5B,-1,21126317
40631,NKX2-1,IRF2BPL,1,22209758
40632,ID2,CD8A,1,17086188
40633,ID2,ALPL,-1,18287524
40634,ID3,ALPL,-1,18287524
40635,ONECUT1,TGFA,1,16618419
40636,TAL1,TRIB2,1,22897851
40637,TAL1,GFI1,1,20516218
40638,MEIS1,CYBB,-1,15681849
40639,NFYA,HLA-E,1,10779326;16730065;8051086
40640,NFYA,SLC13A4,1,23485456
40641,NFYA,SQLE,1,12083769
40642,NFYA,ACLY,1,10801800
40643,NFYA,SCD,1,10400691;18481202
40644,NFYA,SCD5,1,10400691
40645,NFYA,FSHB,1,12730328
40646,NFYA,MAP2K3,1,20223820
40647,NFYA,PIWIL1,1,22661915
40648,IRF3,PMAIP1,1,21816905
40649,SMAD5,CSF1,1,16707491
40650,SMAD5,PPARG,1,23071089
40651,SMAD5,PDGFA,-1,22964636
40652,ZNF8,BMP1,-1,12370310
40653,THRB,PKD1,1,15291740
40654,THRB,CYP27B1,1,23307792
40655,THRB,ACACA,1,11907029
40656,NR2F1,MDM2,1,9858609
40657,NR2F1,FSHR,-1,12021044
40658,TCF7,CCND1,1,12951064
40659,BHLHE40,SREBF1,1,18838394
40660,NR0B1,CCND1,-1,20421209
40661,SKIL,SKIL,-1,22674574
40662,ERG,MMP1,1,8957070
40663,ERG,SNAI2,1,22932696
40664,ERG,GATA2,1,21245161
40665,EBF1,GFI1,1,24068669
40666,EBF1,CHGA,1,15054865
40667,NFATC4,TFF1,1,16219765
40668,FOSL2,PPARG,-1,24464219
40669,FOSL2,DBH,1,10908602
40670,FOSL2,TH,1,10908602
40671,FOSL2,SPRR1B,1,11313996
40672,FOSL2,RELB,1,15596805;17446175
40673,FOSL2,LIF,1,18548006
40674,FOSL2,ITGAX,1,22990073
40675,FOSL2,FGF2,1,23485603
40676,FOSL2,LAMA3,1,9651314
40677,FOSL2,BGLAP,1,8612540
40678,FOSL2,CYP11B1,1,9746364
40679,FOSL2,GJA1,1,15618352
40680,FOSL2,ABCA1,-1,11861672;16224068
40681,ERF,ERF,1,17525531
40682,TCF21,CNN1,1,17551956
40683,ZSCAN10,ZSCAN10,1,17628018
40684,ESRRB,BRCA2,-1,18765668
40685,TGIF1,TGFB1,1,16284942
40686,RXRB,ICAM1,1,7647034
40687,BARX2,ACTA2,1,19269978
40688,RREB1,CCK,1,24348900
40689,CTBP2,AGT,-1,19564408
40690,CTBP2,RETN,-1,19564408
40691,ZFP42,CCNB2,1,23939908
40692,NFATC3,FOS,1,22446101
40693,NFATC3,JUN,1,22446101
40694,TEAD2,ME1,1,22190458
40695,MSX2,GPNMB,1,21503878
40696,MSX2,SP7,1,18703512
40697,MSX2,ALPL,-1,15383550
40698,FOXP1,MYC,1,25238097
40699,TEAD4,ACTA1,1,9670917
40700,PITX3,F3,1,15226367
40701,ZBTB18,ID2,-1,22234186
40702,ZBTB18,ID3,-1,22234186
40703,ZBTB18,ID4,-1,22234186
40704,ARX,EGR1,1,22355284
40705,ARX,ETS2,1,22355284
40706,ARX,MEIS1,1,22355284
40707,NEUROG2,CCND1,-1,22547683
40708,GLI2,ZEB1,1,23890107
40709,HOXA9,CREB1,1,19620287
40710,HOXA9,PKNOX1,1,19620287
40711,HOXA9,MEIS1,1,19620287
40712,RFX1,TGFB2,1,22582395
40713,RXRG,RBP2,1,8015546
40714,ETV3,ERF,-1,17525531
40715,MECOM,E2F1,1,14555651
40716,SOX8,BEST1,1,20530484
40717,SIX2,SIX2,1,15327782
40718,ZIC3,ACTA1,1,17468179
40719,HCFC1,COX7C,1,20805357
40720,CREBBP,IFNB1,1,16954376;18225953
40721,CREBBP,SLC1A2,1,21852380
40722,CREBBP,MST1,1,9886825
40723,CREBBP,SETDB1,-1,18319327
40724,MYOD1,ACTA2,1,19269978
40725,RYBP,CDC6,1,12411495
40726,EID1,EGR1,1,24619556
40727,CITED2,CEBPA,1,18358466
40728,MYOCD,MYOCD,1,17021041
40729,MYOCD,BMP10,1,22996691
40730,MYOCD,ITGA8,1,23142384
40731,LDB1,NFE2,1,16763211
40732,SIRT1,SIRT1,1,20660480
40733,SIRT1,SREBF1,1,22984430
40734,SIRT1,CYP7A1,-1,20375098
40735,SIRT1,PDK4,1,21081708
40736,SIRT1,GADD45G,1,23681230
40737,HDAC1,STAR,-1,17702849
40738,PPARGC1A,FGF21,1,20018698
40739,PPARGC1A,APLN,1,18501443
40740,PPARGC1A,CDKN1A,1,18071305
40741,PPARGC1A,HMOX1,1,19903700
40742,PPARGC1A,NPC1L1,1,20953676
40743,PPARGC1A,TRIB3,1,20461355
40744,PPARGC1A,UCP1,1,12807871
40745,RB1,GATA1,1,14559995
40746,SAP30,IFNB1,1,18225953
40747,IRF2BPL,KISS1,-1,21672609
40748,IRF2BPL,IRF2BPL,-1,22209758
40749,VHL,PDGFB,1,11967988
40750,VHL,CDH1,1,17060462
40751,VHL,SNAI1,-1,17060462
40752,VHL,ZEB2,-1,17060462
40753,PER2,SERPINE1,-1,20969520
40754,DACH1,KLF4,-1,20937839
40755,DACH1,NANOG,-1,20937839
40756,DACH1,SOX2,-1,23492369
40757,DACH1,LIN28A,1,20937839
40758,DACH1,LIN28B,1,20937839
40759,BRCA1,NTHL1,1,20185827
40760,PPARGC1B,MTTP,1,16950764
40761,PPARGC1B,FABP1,1,16950764
40762,PPARGC1B,SYTL4,1,19082571
40763,PPARGC1B,TRIB3,1,20461355
40764,PPARGC1B,UCP2,1,19082571
40765,POU2AF1,BCL2,1,16186795
40766,LMO1,NKX3-1,1,22848398
40767,DLX3,KLK4,1,22243224
40768,HEYL,NEUROG2,1,21259317
40769,MEIS2,TGFBR2,-1,22028617
40770,SOX7,DLL4,1,23818617
40771,EP300,INVS,1,17882273
40772,EP300,ALDH3A1,1,18436815
40773,DDX5,CDKN1A,1,15660129
40774,MUC1,CDKN1A,1,15710329
40775,MUC1,JUN,-1,20697347
40776,MUC1,CCN2,1,20697347
40777,HIVEP1,CCND1,1,15805119
40778,HIVEP1,PTGS2,-1,19846662;23421821
40779,HIVEP1,MYC,-1,23421821
40780,CTNNB1,CDX2,1,17468517
40781,CTNNB1,CLDN1,1,22719836
40782,CTNNB1,PSMD4,1,17459097
40783,CTNNB1,S100A6,1,22560296
40784,CTNNB1,BGLAP,-1,12551949
40785,CTNNB1,NANOG,1,20734354
40786,DAXX,BIRC3,-1,16982744
40787,MBD3,POU5F1,-1,17030610;21608077
40788,KAT2B,INVS,1,17882273
40789,YAP1,BAX,1,19137013
40790,CTBP1,AGT,-1,19564408
40791,CTBP1,RETN,-1,19564408
40792,NEUROD2,REST,-1,20346398
40793,PA2G4,ERBB2,-1,20379846;23242156
40794,TRIM24,STAT1,-1,21768647
40795,ZBTB8A,CDKN1A,-1,23329847
40796,HDAC3,BGLAP,-1,15292260;18321663
40797,PAX6,MAB21L2,-1,19132093
40798,PAX6,BCL9,1,25184676
40799,PAX6,BCL9L,1,25184676
40800,PAX6,FGF19,-1,22792072
40801,PAX6,HOXD4,1,17010333
40802,PAX6,MAFA,1,20584984
40803,PAX6,ODF2,1,25352170
40804,PAX6,ANGPTL7,1,27818314
40805,PAX6,CDKN1A,1,17157287
40806,PAX6,CDKN1C,1,17157287
40807,PAX6,CDKN2D,1,17157287
40808,PAX6,SPAG5,1,19132093
40809,PAX6,FMNL2,1,29090051
40810,PAX6,CLU,1,27818314
40811,PAX6,VCAN,-1,19132093
40812,PAX6,GSX2,-1,26138486
40813,PAX6,EMX2,-1,26138486
40814,PAX6,EPHB1,-1,26138486
40815,PAX6,TFEC,1,22792072
40816,PAX6,FLG,-1,27818314
40817,PAX6,ITGA4,1,15161828
40818,PAX6,IVL,-1,27818314
40819,PAX6,KRT1,-1,27818314
40820,PAX6,KRT3,1,27818314
40821,PAX6,KRT10,-1,27818314
40822,PAX6,ASCL1,-1,26138486
40823,PAX6,FEZF2,-1,26138486
40824,PAX6,DMRTA1,1,26138486
40825,PAX6,SLC1A2,1,26485579
40826,PAX6,TCF7L2,1,9784592
40827,PAX6,TKT,1,27818314
40828,SOX2,TP63,1,24669837
40829,SOX2,GLI3,1,21532573
40830,SOX2,JAG1,1,21532573
40831,SOX2,MYCN,1,21532573
40832,SOX2,NKX2-1,1,23444355
40833,SOX2,CDKN1A,-1,22194602;26846300
40834,SOX2,SOX21,1,25825708
40835,SOX2,NR0B1,1,23169531
40836,SOX2,FABP7,1,22194602
40837,SOX2,GATA6,1,24669837
40838,SOX2,GFAP,1,22194602
40839,SOX2,HES5,1,21532573;29352015
40840,SOX2,GADD45B,1,25825708
40841,SOX2,TRIM33,-1,25961934
40842,SOX2,BDNF,1,25825708
40843,SOX2,NEUROG2,1,25825708
40844,SOX2,TULP3,1,21532573
40845,SOX2,TWIST1,-1,23815808
40846,SOX2,CCNE1,1,22469032
40847,RUNX1,C16orf54,1,21498670
40848,RUNX1,ART1,1,11396961
40849,RUNX1,IGLL5,1,20385820
40850,RUNX1,IGLL1,1,20385820
40851,RUNX1,OCLN,1,25452107
40852,RUNX1,SOCS4,-1,23034403
40853,RUNX1,CTLA4,-1,17377532
40854,RUNX1,EYA4,1,27231175
40855,RUNX1,IKZF3,1,20385820
40856,RUNX1,HTR2C,1,17377532
40857,RUNX1,IL2RA,1,17377532;20385820
40858,RUNX1,IL7R,1,24374627
40859,RUNX1,LIFR,1,26060100
40860,RUNX1,MYH9,1,22898599
40861,RUNX1,CELA2A,1,16247445
40862,RUNX1,TJP1,1,25452107
40863,RUNX1,CLDN5,1,25452107
40864,RUNX1,VPREB1,1,20385820
40865,RUNX1,RSPO3,1,26735887
40866,RUNX1,TNFRSF18,-1,17377532
40867,RUNX1,CD2,1,20385820
40868,E2F1,CASP8,1,15240700
40869,CTNNB1,ATOH1,1,19864427
40870,CTNNB1,MMP13,1,17971297
40871,CTNNB1,PITX2,1,20960542
40872,CTNNB1,ENAM,1,20599763
40873,CTNNB1,COPS5,1,18593980
40874,CTNNB1,AKT2,1,21636708
40875,CTNNB1,BACE1,-1,25384422
40876,CTNNB1,HMGA1,1,22961697
40877,CTNNB1,HES1,1,21956839
40878,CTNNB1,ASCL1,1,15031118
40879,CTNNB1,POU5F1,1,20659708
40880,CTNNB1,ENAH,1,22615875
40881,CTNNB1,MESP1,1,23417899
40882,CTNNB1,SCN5A,-1,27068063
40883,CTNNB1,NEUROG2,1,15031118
40884,CTNNB1,HES7,1,23326414
40885,CTNNB1,NR1I2,1,25265064
40886,CTNNB1,SQSTM1,-1,23736261
40887,FOXO1,CTSV,1,20088826
40888,FOXO1,DDX5,-1,22810813
40889,FOXO1,GCDH,-1,22810813
40890,FOXO1,IL9,1,29339772
40891,FOXO1,IRF4,1,29339772
40892,FOXO1,SERPINB2,1,25918228
40893,FOXO1,PLTP,1,22810813
40894,FOXO1,PPA1,1,22810813
40895,FOXO1,GALNT14,-1,22810813
40896,FOXO1,NDNF,1,22810813
40897,FOXO1,MCM3AP,1,22810813
40898,POU5F1,STK40,-1,20080709
40899,POU5F1,SRA1,1,28615056
40900,POU5F1,AFP,-1,14990861
40901,POU5F1,E2F3,1,25727014
40902,POU5F1,IGF2-AS,1,28615056
40903,POU5F1,TUG1,1,28615056
40904,POU5F1,TET1,1,23254757
40905,STAT3,MICB,1,21257710
40906,STAT3,EGR1,1,25012664
40907,STAT3,CDH4,1,23295773
40908,STAT3,ADM,1,25246098
40909,STAT3,STK35,1,29414823
40910,STAT3,TPX2,1,25401333
40911,STAT3,FOXM1,1,23110199
40912,STAT3,TMEFF2,-1,24996057
40913,STAT3,WWTR1,1,23295773
40914,STAT3,ANXA1,1,23295773
40915,STAT3,IGFBP2,1,23295773
40916,STAT3,RHOH,1,30209389
40917,STAT3,POLR2H,1,22108192
40918,STAT3,HMGA2,1,23295773
40919,CREB1,HSPA1B,1,24041570
40920,CREB1,ENTPD1,1,20178980
40921,CREB1,ESR1,1,20023170
40922,CREB1,PNPLA6,1,23517531
40923,CREB1,USP22,1,25607216
40924,CREB1,HBG2,1,19861239
40925,CREB1,STING1,1,27835584
40926,CREB1,ASCL1,1,17124508
40927,CREB1,RFC3,1,25541153
40928,CREB1,CCNC,1,19683536
40929,EGR1,EPO,1,24695083
40930,EGR1,PTPRZ1,1,18556777
40931,EGR1,VCAN,1,18556777
40932,EGR1,NCAN,1,18556777
40933,EGR1,CSPG4,1,18556777
40934,FOXA2,HADH,1,15314688
40935,FOXA2,BIRC2,1,23275033
40936,FOXA2,ST18,-1,23236509
40937,FOXA2,CDKN1A,1,26093302
40938,FOXA2,CITED2,1,26093302
40939,FOXA2,ADORA2B,1,25921584
40940,FOXA2,CYP2A13,1,25667220
40941,FOXA2,CADM1,1,26093302
40942,FOXA2,ANO2,1,25921584
40943,FOXA2,BAX,1,26093302
40944,FOXA2,SLC12A2,1,25921584
40945,FOXA2,UGT2B17,1,25667220
40946,FOXA2,NR0B2,1,26093302
40947,FOXA2,SLC4A4,1,25921584
40948,CUX1,CDH2,1,19635798
40949,CUX1,CEBPE,1,18765732
40950,CUX1,DCTN6,-1,11969263
40951,CUX1,DEFA1,1,18765732
40952,CUX1,RHOBTB3,1,19635798
40953,CUX1,FLNA,1,19635798
40954,CUX1,ITGB2,1,19635798
40955,CUX1,ARHGDIB,1,19635798
40956,CUX1,MARCKS,1,19635798
40957,CUX1,NEU1,1,14597183
40958,CUX1,LIMA1,-1,19635798
40959,CUX1,PNN,-1,19635798
40960,CUX1,POLA1,1,12438259;12665598;18347061
40961,CUX1,RASIP1,1,19635798
40962,CUX1,PTK2,1,19635798
40963,CUX1,PCDH10,-1,19635798
40964,CUX1,THBS1,1,19635798
40965,CUX1,VIM,1,19635798
40966,CUX1,H4C4,-1,12891711
40967,CUX1,CCN5,1,19635798
40968,CUX1,PTTG1,-1,22209758
40969,CUX1,RAB36,1,19635798
40970,CUX1,ARHGAP32,-1,19635798
40971,YY1,NKX2-5,1,23307821
40972,YY1,CR2,1,17513763
40973,YY1,AMELY,-1,16674681
40974,YY1,CDH1,1,21685935
40975,YY1,CPOX,-1,9038208
40976,YY1,UBIAD1,1,25772619
40977,YY1,SNAI1,1,19208738
40978,YY1,PTTG1,-1,22209758
40979,YY1,KIF14,1,24626475
40980,YY1,SLC23A2,1,21335086
40981,YY1,NR1H4,-1,23348961
40982,HES1,ADAMTS5,1,25733872
40983,HES1,GPR146,-1,28464285
40984,HES1,COL1A1,1,25107895
40985,HES1,COL1A2,1,25107895
40986,HES1,CBLN4,1,25534236
40987,HES1,BBC3,-1,25784680
40988,HES1,CXCL2,-1,27322654
40989,HES1,MMP13,1,25733872
40990,HES1,NPAT,-1,15467735
