,source,target,weight,PMID
9235,MEF2C,SMYD1,1,15890826
9236,ESR1,DLC1,1,15891768
9237,BCL6,CD22,1,15892171
9238,BCL6,CD79A,1,15892171
9239,BCL6,MME,1,15892171
9240,BCL6,MS4A1,1,15892171
9241,SPI1,BCL6,-1,15892171;19564417;31000603
9242,BCL6,SPI1,1,15892171
9243,ESR1,DCT,1,15892717
9244,CREB1,FKTN,1,15893581
9245,MZF1,MUC1,1,15893750
9246,YBX3,MUC1,1,15893750
9247,VSX2,NES,-1,15893976
9248,ETS1,LMO2,1,15893977;15994290
9249,LMO2,LMO2,1,15893977;19171877;20519628;20676125;23285212
9250,SREBF1,HPGD,1,15896329
9251,ESX1,KRAS,-1,15897875
9252,NFAT5,ENPP2,1,15897878
9253,NFATC2,ENPP2,1,15897878;22986745
9254,SPZ1,PCNA,1,15899793
9255,TRERF1,CDKN1A,1,15899840;17015480
9256,TRERF1,CDKN1B,1,15899840;17015480
9257,YY1,HSPA5,1,15760841;15899857;16452489;8972185
9258,KAT7,HSPA5,1,15899857;21221131
9259,TP53,MCM7,-1,15899946
9260,HMGA1,CD44,1,10657993;15901130
9261,CEBPD,EGF,1,15901830
9262,MESP2,LFNG,1,15902259
9263,HIF1A,ITGAM,1,15902299
9264,SP1,TGFBR1,1,15905358
9265,TFAP2A,TGFBR1,1,15905358
9266,TFAP2A,TGFBR2,1,15905358
9267,NR1H4,SQSTM1,1,15905404;22952826
9268,SP1,SLC15A1,1,15905415;16616718
9269,JUN,CSN1S1,1,15905454
9270,NEUROD1,SST,-1,15906379;17355210
9271,NEUROD1,GCG,1,15906379;19223471;20592023;21824254;9685329
9272,HIF1A,PCK1,1,15907483
9273,SP1,MEFV,1,15907486
9274,PPARG,FN1,-1,12055599;14693716;15908479;16321227;18278065;19466435
9275,CREB1,FN1,1,12372774;1320003;1404598;15608673;15908479;1845987;2170405;22357921;2542772;8648265;8803927
9276,EGR1,LTB,1,15910501;8786306
9277,KLF3,LTB,1,15910501
9278,PAX3,LTB,1,15910501
9279,SP1,LTB,1,15910501
9280,PHF5A,MYH6,1,15911698
9281,SMAD1,MYH6,1,15911698
9282,HOXA3,MMP14,1,15914537
9283,PPARG,PC,1,15917242
9284,RXRA,PC,1,15917242
9285,KLF6,DLK1,-1,15917248
9286,SRF,CSRP1,1,15917302
9287,TCF21,AR,1,15919722
9288,HNF4A,CYP2C9,1,15919766;16540586;16882880;18552123;20086032;21292004;24960263;7794915
9289,SREBF1,SLC2A2,1,15919789
9290,CEBPA,ADIPOQ,1,15919796;17090532;18931025;19932681
9291,CEBPD,ADIPOQ,1,15919796
9292,ZFPM1,FOXN1,1,15920470
9293,ZFPM1,NELFE,1,15920470
9294,RELA,CD8A,1,15920533
9295,CEBPB,ARG1,1,15922518;19805133;23913966;8612622;9013624
9296,HIF1A,ABCA1,1,15922656;19828131
9297,SP3,ABCA1,-1,10884428;15922656
9298,MYBL2,CCND1,1,15922873
9299,SP1,CCNA1,1,10196209;15922873
9300,MYBL2,SAR1B,1,15922873
9301,SP1,MYBL2,1,15922873
9302,MYBL2,SP1,1,14613485;15922873
9303,SP1,MYB,1,7559553
9304,MYB,SP1,1,15922873
9305,MYBL2,CDK2,1,15922873;20857481;8816442;9840932
9306,MYB,CCND1,1,15922873
9307,AR,SMARCC1,1,15923603
9308,SMARCC1,AR,1,15923603;18581278
9309,NCOA1,KLK3,1,15923603
9310,NCOA1,SMARCC1,1,15923603
9311,SMARCC1,KLK3,1,15923603
9312,ELF4,MORF4L1,1,15923606
9313,CEBPA,FCAR,1,15928042
9314,TP53,PI3,1,15928193;20020498
9315,HOXA9,CDH5,1,15928198
9316,HOXA9,KDR,1,15928198
9317,HNF4A,APOA4,1,15583007;15928313;16338932;17556588;7984419;8257717;9366246
9318,NR1H2,PTBP1,1,15928332
9319,NKX2-1,TSHR,1,15929662;7565801;7828540;8145764;8813723
9320,PAX8,TSHR,-1,15929662;17614769
9321,TFAP4,OGG1,1,15929986;20837600
9322,PAX4,ARX,-1,15930104;23244389
9323,ARX,PAX4,-1,15930104;23771350
9324,MEF2A,AVP,1,15930130
9325,MEF2A,CKM,1,15930130;20178747;21797989;2601707;8206996;8382608;8993831
9326,NFATC1,CKM,1,15930130
9327,STAT1,CEBPD,1,15930175
9328,VHL,HIF1A,-1,11727931;11987242;19238077
9329,HIF1A,VHL,1,12205091;15930297;15962286;16883594;17140440;17482131;21887475;22150821;22396654;23159849
9330,SKIL,MYC,-1,15930298
9331,AHR,CA3,-1,15930751
9332,HNF4A,CYP2C8,1,15933212;20086032
9333,NR1I2,CYP2C8,1,15933212;18096673
9334,NR3C1,CYP2C8,1,15933212
9335,ESR1,TH,1,15935066;19818101
9336,ESR2,TH,1,15935066
9337,XBP1,PTH,1,15936220;23235147
9338,E2F6,TEX12,1,15936277
9339,SPI1,GRAP2,1,15936902
9340,SPIB,GRAP2,1,15936902
9341,PPARA,FABP6,1,15936983
9342,PPARD,FABP6,1,15936983
9343,KLF7,NTRK1,1,15937222;17011544;20580711
9344,ZNF354C,NTRK1,1,15937222
9345,RELA,IKBKE,1,15939554
9346,ESR1,S1PR1,1,15940264
9347,GTF2I,KDR,1,15941713;9915861
9348,GTF2I,GTF2I,1,15941713;16055724
9349,ARID5A,ESR1,1,15941852
9350,ARID5A,SRSF2,1,15941852
9351,PBX1,TLX1,1,15944191
9352,TLX1,TLX1,1,15944191;19862821;9778044
9353,STAT5B,PAX5,1,12811842;15944278
9354,NR3C1,IL7R,1,15944284
9355,GFI1,CYP27B1,-1,15947108;17207994
9356,ESR2,CCNE1,-1,15947116
9357,ETS1,MMP9,1,10949659;11556732;15949416;16722933;22206665;22270366
9358,KDM5A,RBP2,1,15949438
9359,TP53,NPM1,1,15950182
9360,TP53,NR1D1,1,15950182
9361,NR1H2,KAT2A,1,15950549
9362,PITX3,PITX3,1,15950611;20175877
9363,POU2F1,CDX4,1,15950614
9364,KLF10,CCN2,1,15950619
9365,PPARA,NOS2,-1,12093797;15539630;15950726;17492134;17891158
9366,MEF2A,GRIN1,1,15950782
9367,TFAP2A,GRIN1,1,15950782
9368,NR4A1,IGF1,1,15950922;7664680
9369,MEF2C,FSD1,1,15951802
9370,MYOD1,FSD1,1,15951802
9371,YY1,ATP2C1,1,15955096
9372,SP1,ATP2C1,1,15955096
9373,CEBPB,CD200,1,15955564;19386363
9374,TFAP2A,IGFBP5,1,15956342;7559606
9375,TP53,COL18A1,1,15958553
9376,TP53,MAP4K4,1,15958553;17113036
9377,AHR,UGT1A1,1,15958654;18172616;19525444;20201778
9378,PITX1,KRAS,1,15960967
9379,JUN,PTK2,1,15961069
9380,MITF,SERPINE1,1,15961275;19067971
9381,MITF,INHBA,1,15961275
9382,EGR1,INHBA,1,15961509
9383,WT1,SLC5A5,1,15961562
9384,HNF1A,ACAT2,1,15961790;16274362;19478207
9385,STAT5A,PRF1,1,10072525;15963857;20096607
9386,CREB1,MUSK,-1,15964791
9387,MYOD1,MUSK,1,15964791
9388,RELA,HLA-DRB1,1,15964798;18421578
9389,RELA,EGF,1,15964798;21912613;23383347
9390,KLF7,CDKN1B,1,15964824
9391,E2F1,WNT4,1,15964998
9392,MYC,WNT4,1,15964998
9393,YY1,RB1,1,15966902
9394,TP53,PLK4,-1,15967108
9395,CREB1,PLK4,-1,15967108
9396,SP1,PLK4,-1,15967108
9397,TP53,CREB1,1,15967108
9398,CREB1,TP53,1,19930465
9399,AR,FCER1G,1,15967781
9400,GATA1,FCER1G,1,15967781;16522818;24639354
9401,HNF4A,PDK4,1,15967803
9402,CRX,ABCA4,1,15967807
9403,CRX,GUCY2D,1,15967807
9404,STAT6,IL10,-1,15967820;16393972;19414776;20620946
9405,POU4F1,PRPH2,1,15968082
9406,UBTF,MMP3,1,15970593;3708692
9407,ETS2,IFNA1,1,15971268
9408,FLI1,HGF,1,15972796
9409,HESX1,DHX9,1,15972800
9410,HOPX,DHX9,1,15972800
9411,HOPX,NPPA,1,15972800
9412,HOPX,NPPB,1,15972800
9413,FOS,RAB11A,1,15972968
9414,NR1H4,PPARG,1,15973435;21279417
9415,NR1H4,SREBF1,-1,15146238;15973435;17660268;19028791;19496086;20699090;20699418
9416,NFATC2,RCAN1,1,15975916
9417,EGR1,SLC9A2,1,15976391;22052014
9418,ZNF354C,SLC9A2,1,15976391
9419,PAX6,BTC,1,15979049
9420,LEF1,MYCBP,1,15979100
9421,MYC,MYCBP,1,15979100;20562918
9422,SSRP1,IL6,1,15979198;24532586;8774705
9423,GTF2IRD1,ABCB1,1,15980350
9424,DMRT1,DMRT1,1,15981199;16825170;19264703
9425,SOX17,DMRT1,1,15981199
9426,SOX5,DMRT1,-1,15981199
9427,ZBTB7B,UGDH,1,15982635
9428,FOXH1,MIXL1,1,15982639;17568773;18336814
9429,MIXL1,MIXL1,1,15982639
9430,GATA4,COL1A2,1,15982862
9431,MITF,HIF1A,1,15983061;22012259
9432,JDP2,SRC,1,15983373
9433,TP73,CDKN1C,1,11891335;15985436;16405903;17045206;18513743
9434,VDR,CAMP,1,15985530;22841393
9435,HNF1B,KRT18,1,15987600
9436,CEBPA,NF1,1,15988004;18440323
9437,ETS2,NF1,1,15988004
9438,RUNX1,NF1,-1,15988004
9439,RELA,KLF2,1,15988006
9440,FOSL1,GCLC,-1,11912197;15988009;16054171
9441,NCOA1,FLII,1,15988012
9442,NCOA2,FLII,1,15988012
9443,NCOA3,FLII,1,15988012
9444,TFCP2,PIAS1,1,15988015
9445,KAT5,OGA,1,15988028;17360565;18458078
9446,MYC,OGA,1,15988028
9447,MYC,TFAM,1,15988031;24360282
9448,HIF1A,CCND1,1,15991006;20179204;20360945;23455892
9449,CREB1,IL2RA,1,15993752
9450,EMX2,PCNA,-1,15994197
9451,ELF1,LMO2,1,15994290
9452,TFE3,CDH1,1,15994295
9453,TFEB,CDH1,1,15994295
9454,IRF3,TNFSF10,1,15994827
9455,ERF,ARAF,1,15994908
9456,MYC,STAT3,1,15994929
9457,STAT3,MYC,1,10464281;15184887;15469392;17204573;17959148;18184402;19259613;19289167;20067773;20581311;20654581;21573184;22317895;22349830;9325164;9874564
9458,DDIT3,HLA-DRB1,1,15994939;17493934;18281494;18794136;18852146;18974136;19037087;19074830;21044953;22004570;22065586;24276615
9459,ETS1,STAT1,1,15996661
9460,LHX4,GH1,1,15998782;18445675
9461,FOS,CRY1,1,16000406
9462,JUN,CD9,1,16000878
9463,MITF,BRAF,1,16001072;23831555
9464,CDX2,INS,1,12783165;16002547;7698771
9465,ELF1,CD1D,1,16002702
9466,SPI1,CD1D,1,16002702
9467,SPI1,UGDH,1,16002992
9468,STAT6,CXCL8,1,16004996;19419769
9469,NR5A1,INSL3,1,16006031;16237153;16467267;23530236;9605933
9470,NR1I3,ABCB1,1,16006237;18334180;23934188
9471,DDIT3,ERVW-1,1,16006626
9472,ATF4,ERVW-1,1,16006626
9473,KLF5,DCN,1,16006653
9474,KLF5,GADD45G,1,16006653
9475,KLF5,MAP3K14,1,16006653
9476,SKIL,DCN,1,16006653
9477,SKIL,GADD45G,1,16006653
9478,SKIL,MAP3K14,1,16006653
9479,ZFPM2,DCN,1,16006653
9480,ZFPM2,GADD45G,1,16006653
9481,ZFPM2,MAP3K14,1,16006653
9482,CREB1,ADCYAP1,1,16006741;24018543
9483,USF1,ADCYAP1,1,16006741
9484,JUND,FTMT,1,16007120;17565989
9485,AR,CASP2,1,16007156
9486,TAL1,FPR2,1,16007160
9487,NRG1,HSP90B2P,1,16007186
9488,EZH2,IL6,1,16007202;19687301
9489,STAT3,AKT1,1,16007214;16174774;19911006;20589831
9490,STAT3,HIF1A,1,16007214;17597020;18644974;19265129;20924113;23991099
9491,HIF1A,STAT3,1,20924113;23991099
9492,JUN,CYP2J2,1,12737630;16008525;20180943;20194533
9493,FOS,CYP2J2,1,16008525;20180943
9494,PPARG,CDKN2B,1,16010433
9495,ESR1,CYP1B1,1,15126349;16010691;17511620;18414489;22761658
9496,ESR1,CYP1A1,-1,15837795;15858227;16010691;16972788;17511620;20716622;22837390
9497,JUN,GCLM,1,16011481
9498,NFE2L2,TNF,1,16011481
9499,EGR1,RBP1,1,16012519
9500,RARB,RBP1,1,16012519
9501,RARB,CYP26A1,1,16012519;16261163
9502,HSF1,HSPA1A,1,1508207;16012946;16460681;1717345;17897941;20692357;21932106;22797943;23212905;23874968;24041570;2674689;9011567;9699716
9503,MYB,CTSG,1,16019164
9504,SPI1,CTSG,1,16019164
9505,AR,ABCC4,1,16020662
9506,AR,DHCR24,1,16020662
9507,AR,GUCY1A1,1,16020662
9508,AR,KLK2,1,11532861;1370633;16020662;16751804;20103546;20688158;23884959;7686046;9241247
9509,KLF2,HBG1,1,16023392;21610079
9510,KLF8,HBG1,1,16023392
9511,HIF1A,SOX9,1,16023419;17913788;20950722
9512,MYB,SP3,1,16024108;18342022
9513,USF1,SP3,1,16024108
9514,GATA6,DAB2,1,10779506;16024609
9515,ESRRA,TFF1,1,16024613;19462000
9516,NCOR1,ASCL2,1,16024779
9517,NCOR1,KDM4A,1,16024779
9518,TBP,EIF4E,1,16024782
9519,TP53,CSNK1A1,1,16024788
9520,GATA1,KIT,-1,16024808;20405120;27858941;9345037
9521,MAFK,H2AC19,1,16024922
9522,CEBPB,ATF4,1,22556424
9523,ATF4,CEBPB,1,16026328
9524,ISL1,GAL,1,16026391
9525,RUNX3,CCR7,-1,16027362
9526,NKX2-1,CHRNA2,1,16033766
9527,NKX2-1,CHRNA7,1,16033766
9528,ARID1B,IL2RA,1,16034085
9529,RUNX3,ITGAE,1,16034110;17222403
9530,NR3C1,G6PC1,1,16037130;22457708;26652733
9531,NR1H4,VIPR1,1,16037943
9532,MAFB,NUAK1,1,16044163
9533,ATF1,TXN,1,16045626
9534,NFATC1,OSCAR,1,16046394;16109714;21413932;22009730
9535,AR,KRT8,1,16046619
9536,AR,NF2,1,16046619
9537,GZF1,HOXA10,-1,16049025
9538,MEF2A,TNNT2,1,16049055;18951515
9539,FOS,PCYT2,1,16049167
9540,TP53,MAPK3,1,16050810;21187340
9541,HNF4A,PRKAA2,1,16051671
9542,HNF4A,APOA5,1,16051671
9543,MBD2,BRCA1,1,16052033;23011797
9544,SP1,TNFSF11,-1,16052479;20059964
9545,SP3,TNFSF11,-1,16052479
9546,CEBPB,KLF5,1,16054042
9547,KLF5,PPARG,1,16054042
9548,EGR2,CEBPB,1,16054051;18396140;23155406
9549,CEBPB,EGR2,-1,18396140
9550,ZNF267,MMP10,-1,16054593
9551,ZNF362,MMP10,1,16054593
9552,SP1,KLF6,1,16054710;22609358
9553,ESR1,SOCS3,1,16055089;18414489
9554,SOX4,GCG,1,16055112
9555,SREBF1,INS,1,16055439
9556,MYBL1,NLK,1,16055500
9557,GTF2I,CCND2,1,16055503
9558,GTF2I,CCND3,1,16055503
9559,GTF2I,E2F2,1,16055503
9560,SMAD3,CCND2,1,16055503;24416423
9561,SMAD3,CCND3,1,16055503
9562,SMAD3,E2F2,1,16055503
9563,GSC,GTF2I,1,16055724
9564,GTF2I,GSC,1,16055724;16611241
9565,GTF2I,TGFB1,1,16055724
9566,SMAD2,GSC,1,16055724;9702197
9567,ESR1,PRKN,1,16055742
9568,ESR1,LHB,1,16055746;2909546;9453238
9569,ESR1,UBE2D2,1,16055746
9570,CREM,PTH,1,16059773;18460422
9571,CEBPB,PTGER4,1,16061473
9572,CEBPG,PTGER4,1,16061473;19347285
9573,PPARD,PTGER4,1,16061473;19347285
9574,VDR,CDH1,1,16061479;16804902;22213313
9575,STAT3,TERT,1,16061629;17525530;17615260;18594176;19649288;20171193;20723213;22709411;23158658
9576,USF2,KRAS,1,16061648
9577,TP53,CKAP2,1,16061649
9578,POU2F1,GATA2,1,16061939
9579,HNF4A,DKK4,1,16077958
9580,MYOD1,DKK4,1,16077958
9581,POU2F1,SFRP2,1,16077992
9582,POU2F2,SFRP2,1,16077992
9583,POU2F1,SOX2,1,16077994
9584,SOX9,SOX2,1,16077994
9585,EGR1,ATF3,1,16079301;16489044;17764926;18719024;21205742
9586,ATF3,EGR1,1,22390138
9587,AR,KDM1A,1,16079795;22052438
9588,SPI1,TNFRSF11A,1,16083856;18759249
9589,CEBPG,VIP,1,16085472
9590,PPARA,G0S2,1,16086669;20110263
9591,JUN,IBSP,-1,16087680;23485603;8837013;9084640
9592,ESR1,INSR,1,16087727;17170218;22430216
9593,ESR1,WT1,1,16087727;18708366
9594,WT1,ESR1,1,16087727;18708366
9595,PITX1,PITX1,1,16087728;17762884;17984056;21868451
9596,FOXA1,TFF1,1,10073575;16087863
9597,CREB1,AR,1,15994978;16088955;21457548
9598,TBP,TAF4B,1,16088961;17888567
9599,EGR3,GABRA4,1,16091474;16901909;20670676
9600,EGR3,IGBP1,1,16091474;16901909
9601,NR5A2,ESR1,1,20607599;22359603;24049078
9602,ESR1,NR5A2,1,16091743;19376833;23911789
9603,AHRR,MYC,1,16091746
9604,ATF3,CLIP1,1,16092758
9605,SPI1,PIP,1,16093364
9606,IRF4,TLR4,1,16093364
9607,NR3C1,ORM1,1,16095699;3804995;8441418;9428795;9872941
9608,TP53,TXN,1,16096367;18945670
9609,BCL3,LCK,1,16099425
9610,YY1,PCNA,1,16099430;7479004
9611,HIF1A,MET,1,16099863;17028975
9612,FOXO3,FOXO1,1,16100571;18202312;19244250;19690465;23509296
9613,FOXO1,FOXO3,1,20088826
9614,FOXO1,ANGPT2,1,15132996;16100571;17030814;17258205;17960565;18006475;20213583
9615,FOXO3,ANGPT2,1,16100571
9616,FOXO1,NOS3,-1,16100571;23002242
9617,FOXO3,NOS3,-1,16100571
9618,KLF2,DLK1,1,16101293
9619,SMAD9,MSX1,1,16101586
9620,KLF5,RARA,1,16102021
9621,KLF9,MYH10,1,16102021
9622,KLF9,MYH11,1,16102021
9623,KLF5,NOS2,1,16102021
9624,KLF5,VEGFA,1,16102021;18617520
9625,KLF5,CCND1,1,14726538;15077182;16102754;17178721;19189969;20037604;21953463
9626,EGR1,CXCL8,1,15517885;16103054;17471497;18281687;18988806;19526316;19837667;23632636;24337575
9627,ETS1,CASP1,1,16103071
9628,TP63,CASP1,1,16103071;23703390
9629,TP53,FEN1,1,16103874
9630,MNT,CCND2,1,16103876
9631,VDR,CCND3,1,16105657
9632,GATA1,TIMP1,1,16107690
9633,TP53,STAT3,-1,11809683;18769160
9634,STAT3,TP53,-1,16107692;20043094;23874455
9635,FOXO1,PRKG1,1,16107711
9636,CEBPB,DLST,1,16107878;16687924
9637,PAX1,EYA1,1,16109395;23874334
9638,SP3,ATP2A3,1,16109482
9639,SP3,STAR,1,16109738
9640,NR1I3,PKD1,1,16109766
9641,GATA3,PRKACA,1,16109788
9642,NR5A2,PRKACA,1,16109788
9643,SMAD7,MSTN,-1,16110474
9644,RXRA,SREBF1,1,11287605;11694526;16112614;17531980
9645,TP53,EIF4E,-1,16112647;16982703;22509910
9646,PITX2,CD81,1,16113057
9647,PITX2,CD82,1,16113057
9648,PITX2,CD9,1,16113057
9649,CUX1,CCND2,1,16114097
9650,ZBTB38,CALCA,1,16115196
9651,ZBTB38,HP,1,16115196
9652,EGR3,GADD45B,1,16115627
9653,SNAI1,GADD45B,1,16115627
9654,PAX6,OLFM3,1,16115881;19132093
9655,TP53,CDH3,1,16115928
9656,NRF1,SNRPN,1,16116039
9657,SP1,SNRPN,1,16116039
9658,KLF2,IL2,1,16116194
9659,POU2F1,CRP,-1,16116232;22750226
9660,ATF5,HNRNPD,1,16116475
9661,ATF5,HNRNPH1,1,16116475
9662,ID2,HNRNPH1,1,16116475
9663,ID2,TRB,1,16116475
9664,FOXM1,CDH1,1,16116478;21311221
9665,RUNX1,CDH1,1,16116478;23189137
9666,SP1,CDH1,1,16116478;24130169;9328434
9667,PROX1,SOX2,1,16118513
9668,SIX3,SOX2,1,16118513;17066077
9669,SOX2,SIX3,1,23792023
9670,PAX6,SOX2,1,16118513;18287938
9671,SOX2,PAX6,1,17140559;18719084;20739473
9672,TFAP2A,SOX2,1,16118513
9673,MSX2,SOX2,-1,16118513
9674,HES1,MAPK1,1,16120441
9675,FOXH1,INHBA,1,16120611
9676,SP3,FKBP1B,1,16122887
9677,SP3,FKBP1A,1,16122887
9678,FOS,PIN1,1,16123044
9679,SSRP1,ID1,1,16123120
9680,FOXO1,BCL2L11,1,12913110;16006742;16123151;17702754;19690465;19757185
9681,NR3C1,SLC10A1,1,16123152
9682,JUN,CYP51A1,1,16123160
9683,SP3,ACSBG1,1,16125341
9684,STAT5B,CISH,1,11696536;16125365
9685,ID2,COL1A2,-1,16126788
9686,ID3,COL1A2,-1,16126788
9687,PPARG,CD5L,-1,16127159
9688,TLX2,RET,1,16127999
9689,ATF2,PABPC4,1,16129666;18083832
9690,SP1,NGF,1,16135093;21123453;22609358
9691,SP1,SPHK1,1,16135093;17555548
9692,TP73,CASP1,1,16135520;17725714
9693,TP73,IFNG,1,16135520
9694,DNMT1,CD44,1,16135786
9695,RUNX3,CDKN1A,1,16135801;18570183;20599712
9696,TP73,TAT,1,16135803
9697,DNMT1,PDGFB,1,16136272
9698,HIF1A,PDGFB,1,16136272
9699,TRPS1,RUNX2,-1,16140555
9700,IRF5,PDLIM7,-1,16140744
9701,CTCF,CTAG1A,1,16140944;17260018
9702,CTCFL,CTAG1A,1,16140944;17260018
9703,STAT1,PRL,-1,11416037;16140971;9212064;9806359
9704,AR,MAK,1,16140973
9705,ESR1,SIAH2,1,16141343
9706,NCOR1,SIAH2,1,16141343
9707,NCOA2,TGFB1I1,1,16141357
9708,YY1,FAS,-1,11418634;16143308;16784892;17530016
9709,ESR1,PPARA,-1,16144913;16226051
9710,HAND2,TSPOAP1,1,16145670
9711,SOX6,INS,-1,16148004
9712,TFCP2,NOS2,1,16148131
9713,MAZ,MMP9,1,16148153;25487955
9714,ETS1,ETS1,1,1614856;1945412;21584592;8247540
9715,IRF1,IFNA16,1,1614874
9716,IRF1,GABRA6,1,1614874
9717,IRF1,IGBP1,1,1614874
9718,CREB1,GCH1,1,16149046;19447893
9719,ATF2,GCH1,1,11701761;16149046
9720,JUN,GCH1,1,16149046
9721,SP3,POU5F1,1,16149048
9722,ZNF91,ALDOA,1,16150558
9723,ZNF224,ALDOA,-1,12527367;16150558;17900823;19741270
9724,SMAD1,WNT3A,1,16150699
9725,SP3,APC,1,16150893
9726,HEY2,DYM,1,16151017
9727,HEY2,MYOCD,1,16151017
9728,GATA2,HBA1,1,16151640
9729,POU4F2,JUP,1,16152597
9730,POU4F2,CDH1,1,16152597
9731,POU4F1,JUP,1,16152597
9732,FOXA2,ADH1A,1,16153155
9733,GATA2,ADH1A,1,16153155
9734,FOXO4,INS,1,16154098
9735,HIF1A,CAD,1,16155188
9736,STAT5B,CCND1,1,14645506;16155412;18550772;23504816
9737,ZIC2,CAMK2A,1,16157407
9738,ZNF91,CAMK2A,1,16157407
9739,HIF1A,EGLN1,1,12839937;15563275;16157596;18072750;19628018;20574527;22075993;22451659;23487784;24558194
9740,ELK3,PCYT1A,1,16157598;19168148
9741,E2F1,DIRAS3,-1,16158053;16638845;16757345;17230502
9742,E2F4,DIRAS3,-1,16158053;16638845;16757345;17230502
9743,FOXI1,SLC4A9,1,16159312
9744,SMAD9,FOXE3,1,16162653
9745,ZEB2,FOXE3,1,16162653
9746,MYB,BCL2L11,1,16162916
9747,RUNX3,ITGA4,1,16164020
9748,DDIT3,ASNS,-1,16164412;18940792;22955275
9749,ATF5,ASNS,1,16164412
9750,SP6,SP6,1,1616486;9834856
9751,WT1,BAK1,1,16166292;19050011
9752,RARA,CASP9,1,16166294
9753,GCM1,CREBBP,1,16166624
9754,GCM1,GCM1,1,16166624;22206674
9755,NR6A1,FGF4,1,16166633
9756,KLF2,MAP2K5,1,16166637
9757,RUNX2,MMP9,1,16166639;19915614
9758,RFXANK,ANKRA2,1,16166641
9759,ZNF260,ADRA1D,1,16166646
9760,ZNF260,NPPA,1,16166646
9761,NR0B2,SCARB1,1,16168958
9762,NR1H4,SCARB1,1,16168958;19620049;19996107;20956002;22540009
9763,SMARCA5,BMP4,1,16169710
9764,KLF4,SERPINE1,-1,16169848
9765,KMT2A,CDKN1B,1,16169901;19031738;19318494
9766,TP53,MST1,1,16170349
9767,YY1,NPM1,-1,16170350;9092633
9768,RARB,EGFR,1,16170369
9769,CREB1,PBK,1,16171862
9770,ESR1,LTBP1,1,16171970
9771,IRF4,TNFSF10,-1,16172134;22698399
9772,JDP2,PLXNB2,1,16173081;18281035
9773,MYC,PLXNB2,1,16173081;18281035
9774,POU2F1,OLR1,1,16173915;21796333
9775,NFAT5,DHX9,1,16173919
9776,ELF1,NOS2,1,16174862
9777,TP53,CASP2,1,16177095;21859926
9778,LEF1,SNAI2,1,16179074;20128911
9779,SMAD1,SNAI2,1,16179074
9780,PPARG,TG,-1,16179407;17614769
9781,SP1,LHX3,1,16179410
9782,STAT5A,NF1,1,16180719
9783,SP1,CEND1,1,16181419
9784,E2F1,PNRC2,-1,16181749
9785,TP63,IGF1R,1,16181796
9786,TP73,IGF1R,1,16181796
9787,TP63,INSR,1,16181796
9788,TP73,INSR,1,16181796
9789,MSC,GOT1,1,16182522
9790,GATA1,AHSP,1,16186125;21232177
9791,POU2F1,AHSP,1,16186125
9792,IRF3,LITAF,1,16186222
9793,NR3C1,NCOA1,1,9590696
9794,NCOA1,NR3C1,1,14551261;16186500
9795,POU2F1,BCL2,1,16186795
9796,POU2F2,BCL2,1,16186795
9797,REL,SH3BGRL,1,16186799
9798,JUN,HES1,-1,11893774
9799,HES1,JUN,1,16187211
9800,AR,TGFB1,1,16187311;18651839;21350238
9801,POU1F1,OGN,1,16189248
9802,ETS1,PDGFD,1,16189269
9803,SP1,PDGFD,1,16189269;18258854
9804,AHR,EREG,1,16192470
9805,VDR,SPP1,1,16195230;20227497;20713445;23644099;7705332;7981122;8119880
9806,STAT1,SMARCA4,1,16195385
9807,NR1H4,SLC1A5,1,16197915
9808,GATA5,CTNND1,1,16198294
9809,EOMES,CTNND1,1,16198294
9810,TP53,HP,1,16199185;22243239;8857671
9811,JUN,PTN,1,16199533
9812,JUND,PTN,1,16199533
9813,GATA6,LMCD1,1,16199866
9814,HEY2,NPPA,1,16199874
9815,HEY1,GATA4,-1,16199874
9816,HEY1,GATA6,-1,16199874
9817,LRRFIP1,TNF,-1,16199883;24567534
9818,CEBPA,ADH1B,1,1620113
9819,CEBPA,ADH1C,1,1620113
9820,CEBPB,ADH1B,1,1620113
9821,CEBPB,ADH1C,1,1620113
9822,NKX3-1,KLK3,-1,16201967;17483333;18360715;22155408
9823,TP73,AFP,1,16203738
9824,SP1,RAD9A,1,16204032
9825,HNF1A,PKLR,1,16204235;2246264;8314745
9826,SOX4,SOX4,1,16204320
9827,SOX4,MECOM,1,16204320
9828,SMAD3,TERT,-1,16205635;16474430;16785237;17881189;17934056;19193721;20842112
9829,HLF,ABCB1,1,16206189;18773899
9830,TCF3,ABCB1,1,16206189
9831,PBX1,ABCB1,1,16206189
9832,NR0B1,EWSR1,1,16206264
9833,EWSR1,NR0B1,1,16206264;18591936;18626011
9834,NR0B1,FLI1,1,16206264
9835,FLI1,NR0B1,1,16206264;18591936
9836,HOXA10,NCF2,-1,16210632;17439948
9837,SPI1,ITGA3,1,16211576
9838,SP3,ITGA3,1,16211576
9839,GATA1,GSTP1,1,16213016
9840,NR1H4,FGF19,1,12815072;16213224;16269825;17823457;18179175;19085950;19237543;19346330;20233723;20531290;24321096
9841,NR0B2,PPARGC1A,-1,16213225;18385139
9842,ESRRA,PPARGC1A,1,16213225;21625432;23668787
9843,ESRRG,PPARGC1A,1,16213225
9844,AR,PMEPA1,1,10873380;16213525;17075604;17553164;18703514;18787043;20610535
9845,NKX3-1,PML,1,16215989
