,source,mor,target
5587,MAPK3,1,ELK4
5589,NRG3,1,ERBB4
5590,NRG1,1,ERBB4
5595,MAPK7,1,MEF2C
5596,NRAS,1,RAF1
5597,JAK3,1,STAT1
5598,IGF1R,1,IRS4
5599,MAP3K10,1,MAP2K7
5600,MAPK11,1,RPS6KA5
5601,MAPK1,1,RPS6KA5
5603,ACVR1,1,SMAD1
5605,MAPK7,1,MEF2A
5606,BMPR1B,1,SMAD5
5607,BMPR1B,1,SMAD1
5608,MAPK3,1,RPS6KA4
5609,MAP3K7,1,MAP2K7
5621,MAPK14,1,MAPKAPK3
5623,SHH,1,HHIP
5631,AREG,1,EGFR
5632,HBEGF,1,EGFR
5633,NRG4,1,ERBB4
5634,ADAM10,1,NOTCH2
5636,TAOK2,1,MAP2K3
5637,ACVR1,1,SMAD5
5645,SMAD6,1,ACVR1
5648,MAPK8IP3,1,MAP3K11
5649,MAPK8IP3,1,MAP2K7
5652,OSMR,1,IL6ST
5654,SHOC2,1,KRAS
5655,CRLF2,1,JAK2
5657,SMAD4,1,FOS
5658,DLL3,1,NOTCH1
5659,IL7R,1,CRLF2
5660,APC2,1,AXIN1
5661,WNT5A,1,FZD4
5662,IL23A,1,IL12RB1
5663,IL6R,1,IL6ST
5664,MAP2K7,1,MAPK10
5665,MAP2K7,1,MAPK9
5666,MAP2K6,1,MAPK12
5667,MAP2K4,1,MAPK10
5668,MAP2K6,1,MAPK14
5669,MAP2K4,1,MAPK9
5670,MAP2K3,1,MAPK11
5671,ZFYVE9,1,SMAD2
5672,CNTF,1,CRLF1
5674,MAP3K2,1,MAP2K1
5675,FBXW11,1,SMAD3
5676,ACVR1B,1,SMAD2
5677,AXIN1,1,SMAD3
5678,IRAK1,1,TAB1
5679,IRAK1,1,TAB2
5680,IGF1R,1,IRS1
5681,JAK2,1,STAT5B
5686,DLL4,1,NOTCH1
5688,CSNK1D,1,AXIN1
5689,MAP3K20,1,MAP2K7
5693,IRS1,1,PIK3CG
5694,AKT1,1,RPS6KB1
5696,PAK1,1,RAF1
5701,IL23R,1,JAK2
5702,IL23A,1,IL23R
5705,NCSTN,1,PSEN1
5707,IFNGR1,1,JAK2
5709,IFNAR2,1,TYK2
5710,MAP3K1,1,MAPK3
5714,CTNNB1,1,PITX2
5715,MIB1,1,JAG1
5716,ERBB2,1,ERBB3
5717,ADAM10,1,NOTCH3
5718,GRB10,1,NEDD4
5720,HIPK2,1,SKI
5722,IL22RA1,1,TYK2
5723,IL20RA,1,JAK1
5724,IL22RA1,1,JAK1
5727,SMAD1,1,SMAD4
5728,PTPN6,1,SOCS1
5729,DISP1,1,SHH
5730,TGFBR1,1,ACVRL1
5732,JAK2,1,STAT1
5738,NCSTN,1,APH1A
5741,LRIG1,1,CBL
5742,EGFR,1,LRIG1
5745,PML,1,ZFYVE9
5746,PML,1,SMAD3
5747,PML,1,SMAD2
5748,MAPK3,-1,ARRB1
5751,ROR2,1,BMPR1B
5752,CTNNB1,1,SMAD7
5753,JAK2,1,STAT5A
5761,LIFR,1,IL6ST
5762,IL31,1,OSMR
5763,OSM,1,OSMR
5766,IFNGR2,1,JAK2
5768,MAPK14,-1,TAB1
5769,IL21,1,IL21R
5770,ACVR2B,1,BMPR1A
5771,AMH,1,AMHR2
5773,BMPR2,1,ACVR1
5775,BMPR2,1,BMPR1B
5776,INHBA,1,ACVR2B
5777,BMP7,1,ACVR2B
5778,BMP6,1,ACVR2B
5779,BMP2,1,ACVR2B
5781,BMP7,1,BMPR2
5782,BMP6,1,BMPR2
5783,GDF6,1,BMPR2
5784,BMP4,1,BMPR2
5785,PPP4R3A,1,PPP4C
5788,MAPK7,1,RPS6KA1
5789,SHH,1,BOC
5791,CDO1,1,SHH
5798,IL20,1,IL22RA1
5799,IL24,1,IL22RA1
5800,IL26,1,IL20RA
5802,IL19,1,IL20RA
5803,IL20,1,IL20RA
5804,IL24,1,IL20RA
5806,IL27,1,IL27RA
5807,MAPK3,1,STAT5A
5808,KRAS,1,BRAF
5809,HRAS,1,BRAF
5811,MAPK3,1,MYC
5814,NOTCH1,1,MEF2C
5815,DAB1,1,NOTCH1
5816,NOTCH1,1,HIF1A
5817,CTF1,1,IL6ST
5818,IL31RA,1,JAK2
5828,TGFBR1,1,EIF3I
5831,SIK1,1,SMAD7
5832,GSK3A,1,TSC2
5834,ANKRD6,1,DVL2
5837,AKT1,1,CTNNB1
5838,MAPK9,1,CTNNB1
5839,PDGFRB,1,PDGFRA
5842,CAV1,1,PDGFRA
5843,PDGFC,1,PDGFRA
5844,PDGFC,1,PDGFRB
5845,PDGFRB,1,SHC1
5846,PDGFA,1,PDGFRA
5847,PDGFB,1,PDGFRA
5848,FGF1,1,FGFR1
5849,FGF1,1,FGFR2
5850,FGF2,1,FGFR2
5851,FGF3,1,FGFR2
5852,FGF4,1,FGFR2
5853,FGF7,1,FGFR2
5854,FGF8,1,FGFR2
5856,FGF10,1,FGFR2
5857,FLT1,1,PLCG1
5858,VEGFB,1,FLT1
5859,NTRK1,1,FRS2
5860,NTRK1,1,PLCG1
5861,EFNA1,1,EPHA1
5862,EFNA2,1,EPHA2
5864,EFNA5,1,EPHA5
5866,EFNB3,1,EPHB3
5867,EFNA1,1,EPHA6
5868,EFNA2,1,EPHA6
5869,EFNA3,1,EPHA6
5870,EFNA4,1,EPHA6
5871,EFNA5,1,EPHA6
5872,EFNA5,1,EPHA7
5873,EFNA1,1,EPHA8
5874,EFNA1,1,EPHA4
5875,EFNA5,1,EPHA4
5877,EFNA1,1,EPHA2
5878,EFNA1,1,EPHA3
5879,EFNA5,1,EPHA3
5880,EFNA1,1,EPHA5
5881,EFNB2,1,EPHB4
5883,EPHA3,1,CRK
5884,EPHA4,1,NGEF
5885,LTK,1,IRS1
5886,LTK,1,PIK3CG
5887,LTK,1,CBL
5888,ANGPT2,1,TEK
5889,ANGPT1,1,TEK
5890,ANGPT4,1,TEK
5891,TEK,1,TNIP2
5892,AGRN,1,MUSK
5893,DOK7,1,MUSK
5895,GAS6,1,AXL
5896,GAS6,1,MERTK
5897,TYRO3,1,PIK3R1
5898,RET,1,DOK6
5899,GDNF,1,RET
5901,PTK6,1,STAP2
5902,IGF1R,1,RASA1
5904,NCK2,1,PTK2
5906,ERBB3,1,PIK3R1
5910,EGFR,1,ESR1
5912,RARA,1,RXRA
5915,RXRB,1,RARA
5918,RARG,1,RXRB
5919,RXRB,1,RARG
5920,RXRA,1,PPARA
5922,RXRA,1,PPARG
5924,RXRA,1,NR1H3
5926,RXRB,1,PPARG
5929,NR2F2,1,RXRA
5933,AR,1,ESR1
5944,NR1H3,1,PPARA
5949,NR1H2,1,RXRA
5950,PPARG,1,RXRG
5952,ESR1,1,RXRA
5953,RXRA,1,ESR1
5954,ESR1,1,ESR2
5958,AR,1,NR5A1
5964,NCOA2,1,RXRA
5965,LEPR,1,STAT3
5966,PTK6,1,STAT3
5968,IL26,1,IL10RB
5969,JAK2,1,STAT6
5997,PRKACA,1,SUFU
6006,MAPK8,1,RPS6KB1
6014,PEA15,1,MAPK3
6020,CSF3R,1,JAK1
6021,MAP4K2,1,MAP3K1
6022,FYN,1,SHC1
6024,MPL,1,JAK2
6025,THPO,1,MPL
6028,AREG,1,ERBB2
6029,CNTF,1,CNTFR
6034,IL13RA1,1,TYK2
6037,MAP3K12,1,MAP2K4
6039,KRAS,1,MAP3K1
6040,MAP3K11,1,MAP2K4
6041,EGFR,1,SHC2
6042,EGFR,1,SHC3
6044,MAP4K4,1,MAP3K1
6045,IL13RA1,1,IL4R
6046,MAP4K1,1,MAP3K1
6047,MAP3K11,1,MAP2K3
6049,FLNA,1,MAP2K4
6053,CSF2RA,1,JAK2
6054,MAPK3,1,MKNK2
6055,MAPK3,1,MKNK1
6056,NRG2,1,ERBB3
6057,NRG2,1,ERBB4
6059,MAP3K10,1,MAP2K4
6060,LEP,1,LEPR
6061,NRG1,1,ERBB3
6062,CTNNB1,1,TCF4
6064,MAP4K5,1,MAP3K1
6066,ACVR1B,1,SMAD3
6068,SMAD2,1,CREB1
6070,LAMTOR3,1,MAPK3
6072,LEF1,1,TLE1
6075,TAOK1,1,MAP2K3
6076,MAPK14,1,RPS6KA4
6077,CDC42,1,PAK2
6078,CDC42,1,MAP3K11
6082,MAPK8IP1,1,MAP3K10
6084,MAPK8IP1,1,MAP2K7
6086,TYK2,1,STAT5A
6087,MAP4K4,1,MAP3K7
6089,ACVR1C,1,SMAD2
6092,PRKCA,1,KRAS
6099,DHH,1,HHIP
6101,IHH,1,HHIP
6104,WNT8A,1,FZD8
6105,SIRT1,1,FOXO4
6107,BTC,1,EGFR
6108,BTC,1,ERBB4
6109,HBEGF,1,ERBB4
6112,SMURF1,1,SMAD3
6113,SMURF1,1,SMAD2
6114,IGF1R,1,IRS2
6116,PEBP1,1,MAP2K1
6117,GHR,1,TYK2
6118,GHR,1,JAK1
6123,MAPK8IP3,1,MAP2K4
6124,MAPK8IP3,1,MAP3K1
6127,SMAD6,1,BMPR1B
6128,SMAD7,1,BMPR1B
6129,CSF1,1,CSF2RA
6130,CSF3,1,CSF2RA
6131,OSMR,1,JAK2
6134,TAOK2,1,MAP2K4
6135,TAOK2,1,MAP2K7
6137,PAK2,1,RAF1
6139,MAPK8IP2,1,MAPK8
6141,MBIP,1,MAP3K12
6142,IRS1,1,SHC1
6144,SOS1,1,HRAS
6145,IL6ST,1,TYK2
6150,MAPK14,1,ELK3
6151,KAT2A,1,SMAD3
6152,KAT2A,1,SMAD2
6154,WNT10B,1,FZD5
6155,HGS,1,ZFYVE9
6156,HGS,1,SMAD2
6161,SMAD4,1,MEF2A
6162,MAP2K3,1,MAPK13
6163,MAP2K6,1,MAPK13
6164,MAP2K3,1,MAPK12
6165,EGF,1,ERBB2
6170,MAP4K3,1,MAP3K1
6174,CRK,1,MAPK8
6176,MKNK1,1,EIF4E
6177,MKNK2,1,EIF4E
6179,PDPK1,1,SGK1
6180,SOS1,1,NRAS
6184,RAC1,1,MAP3K11
6185,MAP3K13,1,MAP2K7
6186,DUSP22,1,MAPK8
6192,PTPN11,1,IGF1R
6193,IGF1R,1,SIRPA
6195,CSF3R,1,JAK2
6197,CSNK1D,1,GSK3B
6198,CSNK1D,1,DVL1
6199,DLL3,1,NOTCH2
6200,MAP3K20,1,MAP2K4
6202,MAP3K20,1,MAP2K6
6206,RPS6KA4,1,ATF1
6207,IRS2,1,PIK3CG
6209,MAPK3,1,ETS1
6213,RACK1,-1,IGF1R
6215,UBR5,1,PGR
6217,IL23R,1,TYK2
6218,MAP3K1,1,MAPK1
6219,KREMEN1,1,LRP6
6221,ELP1,1,MAPK8
6222,IL21R,1,JAK3
6223,WNT2,1,FZD9
6227,SPAG9,1,MAP2K4
6228,SPAG9,1,MAX
6229,SPAG9,1,MAP3K3
6233,IL6ST,1,JAK1
6234,SH3RF1,1,MAP3K10
6235,SH3RF1,1,MAP2K4
6236,SH3RF1,1,MAP3K12
6237,SH3RF1,1,MAP2K7
6238,SH3RF1,1,MAPK8
6239,DUSP16,1,MAPK8IP2
6242,DVL3,1,RAC1
6243,SMAD3,1,MAX
6246,IL11,1,IL11RA
6248,NCOR2,1,BHLHE41
6249,NR3C1,1,SMAD3
6255,STK11,1,GSK3B
6256,IL10RB,1,TYK2
6258,KSR2,1,RAF1
6260,SMAD5,1,SMAD4
6262,CNKSR2,1,RAF1
6264,AXIN1,1,RNF111
6266,HIPK2,1,DAXX
6267,PIAS3,1,SMAD3
6268,SMAD7,1,PPP1R15A
6270,PPP1R15A,1,PPP1CC
6271,FBXW11,1,SMAD4
6272,CTNNB1,1,HNF1A
6273,WDR83,1,RAF1
6274,WDR83,1,MAPK3
6275,WDR83,1,MAP2K1
6276,IFNLR1,1,TYK2
6277,IFNLR1,1,JAK1
6278,IL31,1,IL31RA
6279,PDPK1,1,AKT2
6280,WWP1,1,SMAD7
6282,ITCH,1,SMAD2
6283,TGIF1,1,WWP1
6284,WWP1,1,SMAD2
6285,MAPK1,-1,ARRB1
6293,RYK,1,DVL2
6294,RYK,1,DVL3
6295,MTSS1,1,GLI1
6297,MTSS1,1,SUFU
6298,LAMTOR3,1,MAP2K1
6307,PPP2R2A,1,RAF1
6309,MAP3K12,1,MAP2K7
6311,MAPK10,1,MAPK8IP3
6313,SPAG9,1,MAPK14
6315,MAPK8IP2,1,MAPK9
6317,MAPK8IP3,1,MAPK9
6318,MAPK8,1,MAPK8IP3
6321,TRIM33,1,SMAD4
6322,CNKSR1,1,RAF1
6323,SPOP,1,CUL3
6324,MIB2,1,JAG2
6325,OSMR,1,JAK1
6326,JUN,1,TCF4
6329,GSK3B,1,MARK2
6330,MTSS1,1,RAC1
6331,SOS1,1,KRAS
6333,SNX9,1,EGFR
6340,RACK1,1,STAT3
6344,GDF11,1,ACTR2
6347,BMP7,1,ACTR2
6350,AMHR2,1,ACVR1
6351,AMHR2,1,BMPR1B
6352,GDF11,1,ACVR2B
6353,NODAL,1,ACVR2B
6354,GDF5,1,ACVR2B
6355,BMP15,1,BMPR2
6361,CSF1,1,CSF3R
6362,CSF2,1,CSF3R
6368,AKT1,1,PRKACA
6369,SMAD7,1,PPP1CA
6371,SH3RF1,1,MAPK8IP1
6372,SOCS2,1,IGF1R
6375,TRIM33,1,SMAD3
6376,TRIM33,1,SMAD2
6381,BCL9,1,CTNNB1
6382,CTDNEP1,1,BMPR1A
6383,IFNK,1,IFNAR1
6385,IFNL1,1,IL10RB
6386,IFNL2,1,IL10RB
6387,IFNL3,1,IL10RB
6388,IL10,1,IL10RB
6389,IFNK,1,IFNAR2
6391,IFNL1,1,IFNLR1
6392,IFNL2,1,IFNLR1
6393,IFNL3,1,IFNLR1
6394,IL19,1,IL20RB
6395,IL20,1,IL20RB
6396,IL24,1,IL20RB
6403,SMAD7,1,TAB2
6404,MAPK14,1,STAT3
6406,MAPK8,1,STAT3
6407,MAPK14,1,STAT1
6408,STK11,1,MARK2
6410,MDK,1,NOTCH2
6412,HHAT,1,SHH
6413,MFAP2,1,NOTCH1
6414,NOTCH1,1,SMAD1
6424,CTF1,1,LIFR
6426,IL31RA,1,JAK1
6427,CISH,1,LEPR
6433,TGFBR1,1,TRAF6
6441,SMAD6,1,HOXC8
6442,SMAD7,1,STRAP
6443,SMAD6,1,PELI1
6446,CSNK1A1L,1,LRP6
6447,GRK6,1,LRP6
6448,CSNK1A1,1,LRP6
6449,CSNK1D,1,LRP6
6450,CSNK1E,1,LRP6
6452,DVL1,1,JUN
6453,LRRFIP2,1,DVL3
6454,DVL2,1,LRRK2
6456,DVL3,1,LRRK2
6457,CSNK2A1,1,LEF1
6458,DVL3,1,PIP5K1A
6459,CAPRIN2,1,LRP6
6461,DVL2,1,RAC1
6462,CSNK1E,1,ROR2
6464,PDGFRA,1,PLCG1
6465,PDGFRB,1,PLCG1
6466,PDGFRA,1,CRK
6467,PDGFRB,1,PTPN11
6469,PDGFRB,1,NCK1
6471,CAV1,1,PDGFRB
6472,PDGFRB,1,RASA1
6473,PDGFRB,1,CRK
6474,PDGFD,1,PDGFRB
6475,FGFR1,1,GRB14
6479,FGF6,1,FGFR2
6480,FGF17,1,FGFR2
6481,FGF18,1,FGFR2
6482,FGF22,1,FGFR2
6483,FGF9,1,FGFR3
6484,KDR,1,SHC2
6486,KDR,1,ANXA5
6487,KDR,1,SHC1
6488,FLT4,1,SHC1
6491,MET,1,GRAP
6492,MET,1,RANBP9
6494,MST1,1,MST1R
6495,AKT1,1,MST1R
6496,MST1R,1,YWHAB
6497,MST1R,1,YWHAQ
6498,NTRK1,1,ABL1
6500,NTRK1,1,MATK
6501,NTRK1,1,ARHGAP32
6502,SQSTM1,1,NTRK1
6503,NTRK1,1,SH2B1
6504,NTRK1,1,SH2B2
6505,BDNF,1,NTRK2
6506,NTRK2,1,FYN
6507,SQSTM1,1,NTRK2
6508,NTRK2,1,SHC3
6509,NTF3,1,NTRK3
6510,NTRK3,1,PLCG1
6511,NTRK3,1,SHC1
6512,EFNA3,1,EPHA3
6513,EFNA4,1,EPHA4
6515,EFNB1,1,EPHB1
6517,EFNB2,1,EPHB2
6518,EPHA2,1,PIK3R2
6521,EPHA2,1,SHC1
6522,EFNA1,1,EPHA7
6523,EFNA2,1,EPHA7
6524,EFNA3,1,EPHA7
6525,EFNA4,1,EPHA7
6526,EFNA2,1,EPHA8
6527,EFNA3,1,EPHA8
6528,EFNA4,1,EPHA8
6529,EFNA5,1,EPHA8
6530,EFNA4,1,EPHA2
6531,EFNA4,1,EPHA3
6532,EFNA2,1,EPHA5
6534,EFNA3,1,EPHA5
6535,EFNA4,1,EPHA5
6536,EFNB2,1,EPHB1
6539,EFNB1,1,EPHB2
6540,EFNB1,1,EPHB3
6541,EFNB2,1,EPHB3
6542,EFNB2,1,EPHA3
6543,EPHA3,1,SRC
6545,EPHA4,1,ARHGEF15
6546,EPHA4,1,FYN
6547,EPHB1,1,GRB7
6548,EPHB1,1,ACP1
6549,EPHB1,1,NCK1
6551,EPHB2,1,SRC
6552,EPHB2,1,RASA1
6554,EPHB2,1,ITSN1
6555,EPHB3,1,RASA1
6558,LTK,1,SHC1
6561,PTN,1,ALK
6562,ALK,1,PLCG1
6563,ALK,1,STAT3
6564,MDK,1,ALK
6567,ALK,1,SHC3
6568,ALK,1,SHC1
6569,ANGPT4,1,TIE1
6570,ANGPTL1,1,TEK
6571,TEK,1,DOK2
6573,TEK,1,GRB7
6574,TEK,1,GRB14
6575,WNT5A,1,ROR1
6576,DDR1,1,SHC1
6577,DDR2,1,SHC1
6578,SRC,1,DDR2
6582,AATK,-1,STK39
6583,AATK,1,CDK5R1
6586,AXL,1,TNS2
6589,AXL,1,SOCS1
6590,MERTK,1,VAV1
6592,RET,1,GRB10
6593,RET,1,STAT3
6594,RET,1,DOK4
6595,RET,1,DOK5
6597,RET,1,GFRA1
6598,RET,1,FRS2
6599,GRB10,1,ABL1
6600,ABL1,1,GRAP
6601,ABL1,1,VAV1
6603,RFX1,1,ABL1
6605,DAB2,1,CSK
6606,IGF1R,1,CSK
6607,CREBBP,1,CSK
6609,LCK,1,PTPN6
6611,LCK,1,NOTCH1
6613,RHOA,1,PLCG1
6614,GRAP,1,PLCG1
6615,ERBB2,1,PLCG1
6616,EEF1A1,1,PLCG1
6617,NCK1,1,WASL
6618,SOCS3,1,RASA1
6621,LCK,1,RASA1
6622,RASA1,1,CAV2
6625,EGFR,1,GRB14
6626,YWHAQ,1,MEF2D
6628,PRKCZ,-1,YWHAB
6630,YWHAQ,1,PRKD1
6631,FRS2,1,GRAP
6633,FRS2,1,CBL
6634,ARHGAP32,1,CRKL
6635,ARHGAP32,1,CRK
6637,GAB1,1,ARHGAP32
6638,GAB2,1,ARHGAP32
6643,ARHGAP32,1,SRC
6645,PDGFRB,1,NCK2
6646,NTRK2,1,NCK2
6647,INSR,1,GRB7
6648,RET,1,GRB7
6649,GRB7,1,RND1
6650,ITSN1,1,CDC42
6651,RAP1GAP,1,RAP1B
6652,RAP1B,1,BRAF
6653,STK39,1,MAPK14
6654,IL1R1,1,PIK3R1
6655,EPOR,1,PIK3R1
6657,INSR,1,DOK4
6658,DOK4,1,CRK
6659,DOK4,1,SRC
6660,DOK4,1,FYN
6661,INSR,1,DOK5
6662,RET,1,DOK1
6667,ERBB2,1,ESR1
6669,NR0B1,1,ESR2
6670,NR0B2,1,RXRA
6672,THRB,1,RXRA
6675,RXRB,1,THRA
6676,NR0B2,1,RXRB
6677,THRA,1,RXRA
6679,RXRA,1,NR1H4
6681,VDR,1,RXRA
6684,RXRB,1,VDR
6686,NR1I3,1,RXRA
6687,NR1I2,1,RXRA
6689,RXRA,1,NR4A1
6692,RXRB,1,THRB
6694,NR2F1,1,RXRA
6697,RXRB,1,NR2F1
6699,NR2F2,1,NR2F1
6701,RXRB,1,NR2F2
6702,NR2F6,1,THRB
6703,NR0B2,1,ESR2
6705,NR3C1,1,NR3C2
6706,NR3C2,1,NR3C1
6709,RXRB,1,PPARD
6711,RXRA,1,PPARD
6713,NR2C2,1,HNF4A
6714,NR0B1,1,ESRRG
6722,NR0B2,1,RARA
6724,NR0B2,1,PPARA
6725,NR0B2,1,NR1H2
6726,NR0B2,1,NR1H3
6729,NR0B2,1,ESRRG
6730,NR0B2,1,ESRRA
6731,THRA,1,RARG
6732,RARG,1,THRA
6733,RARA,1,THRA
6734,THRA,1,RARA
6735,RARB,1,THRA
6736,THRA,1,RARB
6737,THRA,1,RXRG
6738,RXRG,1,THRA
6739,THRA,1,NR2F2
6740,NR2F2,1,THRA
6742,RARB,1,RXRB
6745,PPARA,1,RXRG
6746,NR3C1,1,PPARG
6747,PPARG,1,NR3C1
6749,NR2E3,1,NR1D1
6752,RXRB,1,NR1H2
6756,NR2F6,1,RXRA
6759,NR4A2,1,RXRA
6760,RXRB,1,PPARA
6763,NR4A2,1,RXRB
6764,THRB,1,RXRG
6766,VDR,1,RXRG
6767,RXRG,1,VDR
6770,NR2C1,1,AR
6771,NR2C2,1,ESR1
6773,NR2F6,1,NR2F2
6774,NR2F2,1,NR2F6
6775,NR3C1,1,NR2F2
6776,NR2F2,1,NR3C1
6779,NR3C1,1,NR4A1
6792,CTNNB1,1,NR4A1
6795,NCOA2,1,RARA
6796,ESR1,1,NCOA2
6798,RARA,1,NRIP1
6799,NRIP1,1,RARA
6800,RXRB,1,NRIP1
6802,NRIP1,-1,PPARA
6804,SRC,1,RXRA
6805,SRC,1,PPARG
6806,PRKCB,1,NCF1
6807,PRKCD,1,NCF1
6808,PAK1,-1,BAD
6810,HCK,1,PXN
6812,SRC,1,PXN
6815,PRKACA,-1,PREX1
6819,FGR,1,PTK2
6820,HCK,1,PTK2
6821,SRC,1,PTK2
6823,FGR,1,PTK2B
6825,HCK,1,PTK2B
6827,LYN,1,PTK2B
6829,PRKCZ,1,PARD3
6830,PARD3,-1,TIAM1
6831,PTEN,-1,PTK2
6835,CDC42,1,PRKCZ
6836,PRKCZ,1,MAPK1
6837,PRKCZ,1,MAPK3
6838,JAK3,1,STAT2
6839,JAK3,1,STAT5B
6841,CDC42,1,MAP2K7
6842,MAPK1,1,FOS
6843,MAPK3,1,FOS
6850,CCR5,1,JAK3
6851,CXCR4,1,JAK3
6852,ADCY5,1,CAMP
6854,CAMP,1,PRKACA
6860,LYN,1,SHC1
6861,SRC,1,SHC1
6864,NFKB1,1,NFKBIA
6867,AKT3,-1,FOXO3
6868,ZAP70,1,MAPK14
6872,GNB5,1,PLCB3
6873,GNG4,1,PLCB3
6875,PTPA,-1,AKT3
6881,GNAI1,-1,ADCY5
6882,GNAI1,-1,ADCY6
6883,GNAI2,-1,ADCY5
6884,GNAI2,-1,ADCY6
6885,GNAI3,-1,ADCY5
6886,GNAI3,-1,ADCY6
6887,FGR,1,PIK3R1
6888,FGR,1,PIK3R2
6889,HCK,1,PIK3R1
6890,HCK,1,PIK3R2
6891,LYN,1,PIK3R2
6893,SRC,1,PIK3R2
6895,PTPN6,-1,PIK3R1
6896,PTPN6,-1,PIK3R2
6901,CCR5,1,GNAI1
6903,CCR5,1,GNAI2
6904,CCR5,1,GNAI3
6905,CXCR4,1,GNAI1
6906,CXCR4,1,GNAI2
6907,CXCR4,1,GNAI3
6923,ARRB1,-1,GNAI1
6924,ARRB1,-1,GNAI2
6925,ARRB1,-1,GNAI3
6926,ARRB2,-1,GNAI1
6927,ARRB2,-1,GNAI2
6928,ARRB2,-1,GNAI3
6929,MAPK1,-1,PTPN6
6930,MAPK3,-1,PTPN6
6931,GAB2,-1,LCP2
6942,ZAP70,1,LAT
6949,GNAI1,1,FGR
6950,GNAI1,1,HCK
6952,GNAI1,1,SRC
6953,GNAI2,1,FGR
6954,GNAI2,1,HCK
6955,GNAI2,1,LYN
6956,GNAI2,1,SRC
6966,ITK,1,CD28
6967,LCK,1,ITK
6970,LAT,1,PIK3R1
6971,LAT,1,PIK3R2
6973,HCK,1,ELMO1
6979,GSK3B,-1,NFATC2
6980,AKT1,1,MAP3K8
6982,CXCL12,1,ACKR3
6983,CCL19,1,ACKR4
6984,CCL21,1,ACKR4
6985,CCL25,1,ACKR4
6986,ADM,1,CALCRL
6987,ADM,1,RAMP2
6988,ADM2,1,CALCRL
6989,ADM2,1,RAMP2
6990,CALCA,1,CALCRL
6991,CALCA,1,CALCRL
6992,CALCA,1,RAMP2
6993,CALCA,1,RAMP2
6994,CALCB,1,CALCRL
6995,CALCB,1,RAMP2
6996,ADM,1,RAMP3
6997,ADM2,1,RAMP3
6998,CALCA,1,RAMP3
6999,CALCA,1,RAMP3
7000,CALCB,1,RAMP3
7001,ADM,1,CALCR
7002,ADM,1,RAMP1
7003,ADM2,1,CALCR
7004,ADM2,1,RAMP1
7005,CALCA,1,CALCR
7006,CALCA,1,CALCR
7007,CALCA,1,RAMP1
7008,CALCA,1,RAMP1
7009,IAPP,1,CALCR
7010,IAPP,1,RAMP1
7011,CALCB,1,CALCR
7012,CALCB,1,RAMP1
7013,IAPP,1,RAMP2
7015,APLN,1,APLNR
7016,APELA,1,APLNR
7017,AGT,1,AGTR1
7018,AGT,1,AGTR2
7019,PROS1,1,AXL
7020,NMB,1,NMBR
7021,GRP,1,GRPR
7022,NMB,1,GRPR
7023,KNG1,1,BDKRB1
7024,KNG1,1,BDKRB2
7025,C3,1,C3AR1
7026,C5,1,C5AR1
7027,RPS19,1,C5AR1
7028,C5,1,C5AR2
7029,CCK,1,CCKBR
7030,CCL14,1,CCR1
7031,CCL15,1,CCR1
7032,CCL23,1,CCR1
7033,CCL3,1,CCR1
7034,CCL5,1,CCR1
7035,CCL7,1,CCR1
7037,CCL27,1,CCR10
7038,CCL13,1,CCR2
7039,CCL2,1,CCR2
7040,CCL7,1,CCR2
7041,CCL8,1,CCR2
7042,CCL11,1,CCR2
7045,CCL11,1,CCR3
7046,CCL13,1,CCR3
7047,CCL15,1,CCR3
7048,CCL2,1,CCR3
7049,CCL24,1,CCR3
7050,CCL26,1,CCR3
7051,CCL5,1,CCR3
7052,CCL7,1,CCR3
7053,CCL17,1,CCR4
7054,CCL22,1,CCR4
7055,CCL11,1,CCR5
7056,CCL13,1,CCR5
7057,CCL14,1,CCR5
7058,CCL2,1,CCR5
7059,CCL3,1,CCR5
7061,DEFB4A,1,CCR6
7062,CCL20,1,CCR6
7063,CCL19,1,CCR7
7064,CCL21,1,CCR7
7065,CCL1,1,CCR8
7066,CCL19,1,CCRL2
7067,RARRES2,1,CMKLR1
7068,RARRES2,1,CMKLR2
7069,CRH,1,CRHR1
7070,UCN,1,CRHR1
7071,UCN2,1,CRHR1
7072,CRH,1,CRHR2
7073,UCN,1,CRHR2
7074,UCN2,1,CRHR2
7075,UCN3,1,CRHR2
7076,CXCL6,1,CXCR1
7077,CXCL8,1,CXCR1
7078,CXCL1,1,CXCR2
7079,CXCL2,1,CXCR2
7080,CXCL3,1,CXCR2
7081,CXCL5,1,CXCR2
7082,CXCL6,1,CXCR2
7083,PPBP,1,CXCR2
7084,CXCL8,1,CXCR2
7085,CCL13,1,CXCR3
7086,CCL19,1,CXCR3
7087,CCL20,1,CXCR3
7088,CCL5,1,CXCR3
7089,CXCL12,1,CXCR3
7092,CXCL12,1,CXCR4
7093,CXCL13,1,CXCR5
7094,CX3CL1,1,CX3CR1
7095,POMC,1,OPRD1
7096,PDYN,1,OPRD1
7097,PENK,1,OPRD1
7098,EDA,1,EDAR
7099,EDA,1,EDA2R
7100,EDN1,1,EDNRA
7101,EDN2,1,EDNRA
7102,EDN3,1,EDNRB
7103,FGF19,1,FGFR4
7105,CAMP,1,FPR2
7106,SAA1,1,FPR2
7107,ANXA1,1,FPR3
7108,HEBP1,1,FPR3
7110,WNT3A,1,FZD6
7111,WNT5A,1,FZD6
7112,GAL,1,GALR1
7113,SPX,1,GALR2
